編號,韓文,羅馬拼音,中文,英文,漢語拼音,IPA音標,類別,詞性
283,표면,pyomyeon,表面,"Front, surface, exterior",biǎomiàn,pʰjo.mjʌn.,Hanja,名詞
284,표명,pyomyeong,表明,show,biǎomíng,pʰjo.mjʌŋ.,Hanja,名詞
285,표정,pyojeong,表情,"Facial expression, look",biǎoqíng,pʰjo.ʥʌŋ.,Hanja,名詞
286,표시,pyosi,表示,"A sign,signal",biǎoshì,pʰjo.ɕʰi.,Hanja,名詞
287,표시,pyosi,標示,"A sign,signal",biāoshì,pʰjo.ɕʰi.,Hanja,名詞
288,표지판,pyojipan,標識板,Signage board,biāoshìbǎn,pʰjo.ʥi.pʰan.,Hanja,名詞
289,표제,pyoje,表題,table title,biǎotí,pʰjo.ʥe.,Hanja,名詞
290,표현,pyohyeon,表現,"Verbal expression, representation, manifestation",biǎoxiàn,pʰjo.hjʌn.,Hanja,名詞
291,표어,pyoeo,標語,slogan,biāoyǔ,pʰjo.ʌ.,Hanja,名詞
292,표준,pyojun,標準,"A standard, norm, criteria",biāozhǔn,pʰjo.ʥun.,Hanja,名詞
293,별반,byeolban,別般,Different,biébān,pjʌl.p͈an.,Hanja,名詞
294,별표,byeolpyo,別表,Special watch,biébiǎo,pjʌl.pʰjo.,Hanja,名詞
295,별표 참조,byeolpyo chamjo,別表 參照,Special table reference,biébiǎo cēnzhào,pjʌl.pʰjo. ʨʰam.ʥo.,Hanja,名詞
296,별별,byeolbyeol,別別,"Don't, don't",biébié,pjʌl.p͈jʌl.,Hanja,名詞
297,별책,byeolchaek,別冊,Special volume,biécè,pjʌl.ʨʰɛk̚.,Hanja,名詞
298,별차,byeolcha,別差,Don't be bad,biéchā,pjʌl.ʨʰa.,Hanja,名詞
299,별칭,byeolching,別稱,Nickname,biéchēng,pjʌl.ʨʰiŋ.,Hanja,名詞
300,별도리,byeoldori,別道理,Make no sense,biédàolǐ,pjʌl.t͈o.ɾi.,Hanja,名詞
301,별전,byeoljeon,別殿,Other hall,biédiàn,pjʌl.ʨ͈ʌn.,Hanja,名詞
302,별졍,byeoljyeong,別定,Don't decide,biédìng,pjʌl.ʨ͈ʌŋ.,Hanja,名詞
303,별동대,byeoldongdae,別動隊,Rangers,biédòngduì,pjʌl.t͈oŋ.dɛ.,Hanja,名詞
304,별개,byeolgae,別個,Someone else,biége·,pjʌl.k͈ɛ.,Hanja,名詞
305,별고,byeolgo,別故,Farewell,biégù,pjʌl.k͈o.,Hanja,名詞
306,별관,byeolgwan,別館,Annex,biéguǎn,pjʌl.k͈u̯an.,Hanja,名詞
307,별호,byeolho,別號,Alias,biéhào,pjʌɾ.ɦo.,Hanja,名詞
308,별후,byeolhu,別後,farewell,biéhòu,pjʌɾ.ɦu.,Hanja,名詞
309,별기,byeolgi,別記,Don't remember,biéjì,pjʌl.k͈i.,Hanja,名詞
310,별갑,byeolgap,鼈甲,turtle shell,biējiǎ,pjʌl.k͈ap̚.,Hanja,名詞
311,별건,byeolgeon,別件,Special items,biéjiàn,pjʌl.k͈ʌn.,Hanja,名詞
312,별주,byeolju,別酒,Don't drink,biéjiǔ,pjʌl.ʨ͈u.,Hanja,名詞
313,별거,byeolgeo,別居,Stay apart,biéjū,pjʌl.k͈ʌ.,Hanja,名詞
314,별명,byeolmyeong,別名,"nickname,alias",biémíng,pjʌl.mjʌŋ.,Hanja,名詞
315,별멸,byeolmyeol,別命,Don't die,biémìng,pjʌl.mjʌl.,Hanja,名詞
316,별납,byeolnap,別納,Biena,biénà,pjʌl.lap̚.,Hanja,名詞
317,별식,byeolsik,別食,Don't eat,biéshí,pjʌl.ɕʰik̚.,Hanja,名詞
318,별세,byeolse,別世,Another life,biéshì,pjʌl.s͈e.,Hanja,名詞
319,별실,byeolsil,別室,separate room,biéshì,pjʌl.ɕʰil.,Hanja,名詞
320,별세계,byeolsegye,別世界,Different world,biéshìjiè,pjʌl.s͈e.ɡje.,Hanja,名詞
321,별수단,byeolsudan,別手段,No other means,biéshǒuduàn,pjʌl.s͈u.dan.,Hanja,名詞
322,별수,byeolsu,別數,Don't count,biéshǔ,pjʌl.s͈u.,Hanja,名詞
323,별당,byeoldang,別堂,Bietang,biétáng,pjʌl.t͈aŋ.,Hanja,名詞
324,별천지,byeolcheonji,別天地,Another world,biétiāndì,pjʌl.ʨʰʌn.ʥi.,Hanja,名詞
325,별도,byeoldo,別途,A separate way,biétú,pjʌl.t͈o.,Hanja,名詞
326,별미,byeolmi,別味,No taste,biéwèi,pjʌl.mi.,Hanja,名詞
327,별문제,byeolmunje,別問題,No problem,biéwèntí,pjʌl.mun.ʥe.,Hanja,名詞
328,별무신통,byeolmusintong,別無神通,No other magical powers,biéwúshéntōng,pjʌl.mu.ɕʰin.tʰoŋ.,Hanja,名詞
329,별석,byeolseok,別席,Special seat,biéxí,pjʌl.s͈ʌk̚.,Hanja,名詞
330,별항,byeolhang,別項,Other items,biéxiàng,pjʌɾ.ɦaŋ.,Hanja,名詞
331,별행,byeolhaeng,別行,No way,biéxíng,pjʌɾ.ɦɛŋ.,Hanja,名詞
332,별지,byeolji,別紙,Farewell paper,biézhǐ,pjʌl.ʨ͈i.,Hanja,名詞
333,별지장,byeoljijang,別支障,Don't worry,biézhīzhàng,pjʌl.ʨ͈i.ʥaŋ.,Hanja,名詞
334,별종,byeoljong,別種,Another species,biézhǒng,pjʌl.ʨ͈oŋ.,Hanja,名詞
335,별장,byeoljang,別莊,Villa,biézhuāng,pjʌl.ʨ͈aŋ.,Hanja,名詞
336,폐회로,pyehoero,閉回路,closed loop,bìhuílù,pʰje.ɦu̯e.ɾo.,Hanja,名詞
337,필적,piljeok,筆跡,handwriting,bǐjī,pʰil.ʨ͈ʌk̚.,Hanja,名詞
338,비교,bigyo,比較,A comparison,bǐjiào,pi.ɡjo.,Hanja,名詞
339,비교적,bigyojeok,比較的,Comparatively,bǐjiàode·,pi.ɡjo.ʥʌk̚.,Hanja,副詞
340,폐경기,pyegyeonggi,閉經期,amenorrhea,bìjīngqí,pʰje.ɡjʌŋ.ɡi.,Hanja,名詞
341,필기자,pilgija,筆記者,note taker,bǐjìzhě,pʰil.k͈i.ʥa.,Hanja,名詞
342,비례,birye,比例,Proportion,bǐlì,pi.ɾje.,Hanja,名詞
343,비율,biyul,比率,"ratio,percentage",bǐlǜ,pi.jul.,Hanja,名詞
344,필명,pilmyeong,筆名,pen name,bǐmíng,pʰil.mjʌŋ.,Hanja,名詞
345,피난자,pinanja,避難者,asylum seeker,bìnànzhě,pʰi.nan.ʥa.,Hanja,名詞
346,병반,byeongban,病斑,lesions,bìngbān,pjʌŋ.ban.,Hanja,名詞
347,병비,byeongbi,兵備,military preparation,bīngbèi,pjʌŋ.bi.,Hanja,名詞
348,병폐,byeongpye,病弊,Disadvantages,bìngbì,pjʌŋ.pʰje.,Hanja,名詞
349,병창,byeongchang,並唱,sing together,bìngchàng,pjʌŋ.ʨʰaŋ.,Hanja,名詞
350,병소,byeongso,病巢,sick nest,bìngcháo,pjʌŋ.so.,Hanja,名詞
351,병칭,byeongching,並稱,Together,bìngchēng,pjʌŋ.ʨʰiŋ.,Hanja,名詞
352,병충해,byeongchunghae,病蟲害,pests and diseases,bìngchónghài,pjʌŋ.ʨʰuŋ.hɛ.,Hanja,名詞
353,병선,byeongseon,兵船,warship,bīngchuán,pjʌŋ.sʌn.,Hanja,名詞
354,병상,byeongsang,病床,hospital bed,bìngchuáng,pjʌŋ.saŋ.,Hanja,名詞
355,병상 일지,byeongsang ilji,病床 日誌,hospital bed log,bìngchuáng rìzhì,pjʌŋ.saŋ. il.ʨ͈i.,Hanja,名詞
356,빙초산,bingchosan,氷醋酸,Glacial acetic acid,bīngcòsuān,piŋ.ʨʰo.sʰan.,Hanja,名詞
357,병졸,byeongjol,兵卒,soldiers,bīngcú,pjʌŋ.ʥol.,Hanja,名詞
358,병존,byeongjon,並存,coexist,bìngcún,pjʌŋ.ʥon.,Hanja,名詞
359,병적,byeongjeok,病的,sick,bìngde·,pjʌŋ.ʥʌk̚.,Hanja,名詞
360,빙점,bingjeom,氷點,freezing point,bīngdiǎn,piŋ.ʥʌm.,Hanja,名詞
361,병정,byeongjeong,兵丁,soldiers,bīngdīng,pjʌŋ.ʥʌŋ.,Hanja,名詞
362,병동,byeongdong,病棟,sick building,bìngdòng,pjʌŋ.doŋ.,Hanja,名詞
363,병독,byeongdok,病毒,virus,bìngdú,pjʌŋ.dok̚.,Hanja,名詞
364,병발,byeongbal,並發,Concurrency,bìngfā,pjʌŋ.bal.,Hanja,名詞
365,병법,byeongbeop,兵法,art of war,bīngfǎ,pjʌŋ.bʌp̚.,Hanja,名詞
366,병부,byeongbu,病婦,sick woman,bìngfù,pjʌŋ.bu.,Hanja,名詞
367,병부,byeongbu,病父,sick father,bìngfù,pjʌŋ.bu.,Hanja,名詞
368,병부,byeongbu,病夫,sick man,bìngfū,pjʌŋ.bu.,Hanja,名詞
369,병근,byeonggeun,病根,Root cause of disease,bìnggēn,pjʌŋ.ɡɯn.,Hanja,名詞
370,병골,byeonggol,病骨,Diseased bones,bìnggǔ,pjʌŋ.ɡol.,Hanja,名詞
371,병해,byeonghae,病害,disease,bìnghài,pjʌŋ.hɛ.,Hanja,名詞
372,병합,byeonghap,併合,merge,bìnghé,pjʌŋ.hap̚.,Hanja,名詞
373,빙하,bingha,氷河,glacier,bīnghé,piŋ.ha.,Hanja,名詞
374,병후,byeonghu,病後,After illness,bìnghòu,pjʌŋ.hu.,Hanja,名詞
375,병환,byeonghwan,病患,patient,bìnghuàn,pjʌŋ.hu̯an.,Hanja,名詞
376,병화,byeonghwa,兵禍,War disaster,bīnghuò,pjʌŋ.hu̯a.,Hanja,名詞
377,병화,byeonghwa,兵火,Fire and war,bīnghuǒ,pjʌŋ.hu̯a.,Hanja,名詞
378,병기,byeonggi,併計,Count together,bìngjì,pjʌŋ.ɡi.,Hanja,名詞
379,병적,byeongjeok,兵籍,Military status,bīngjí,pjʌŋ.ʥʌk̚.,Hanja,名詞
380,병가,byeongga,兵家,military strategist,bīngjiā,pjʌŋ.ɡa.,Hanja,名詞
381,병가 상사,byeongga sangsa,兵家 常事,Military strategist common things,bīngjiā chángshì,pjʌŋ.ɡa. sʰaŋ.sa.,Hanja,名詞
382,병적부,byeongjeokbu,兵籍簿,military register,bīngjíbù,pjʌŋ.ʥʌk̚.p͈u.,Hanja,名詞
383,병진,byeongjin,並進,go hand in hand,bìngjìn,pjʌŋ.ʥin.,Hanja,名詞
384,병진 운동,byeongjin undong,並進 運動,parallel movement,bìngjìn yùndòng,pjʌŋ.ʥin. un.doŋ.,Hanja,名詞
385,병균,byeonggyun,病菌,Germs,bìngjùn,pjʌŋ.ɡjun.,Hanja,名詞
386,병간호,byeongganho,病看護,sick care,bìngkànhù,pjʌŋ.ɡan.ho.,Hanja,名詞
387,병과,byeonggwa,併科,Bingke,bìngkē,pjʌŋ.ɡu̯a.,Hanja,名詞
388,병과,byeonggwa,兵科,Military science,bīngkē,pjʌŋ.ɡu̯a.,Hanja,名詞
389,병고,byeonggo,病苦,Sickness,bìngkǔ,pjʌŋ.ɡo.,Hanja,名詞
390,병립,byeongrip,並立,stand side by side,bìnglì,pjʌŋ.nip̚.,Hanja,名詞
391,병력,byeongryeok,病歷,Medical records,bìnglì,pjʌŋ.njʌk̚.,Hanja,名詞
392,병리,byeongri,病理,Pathology,bìnglǐ,pjʌŋ.ni.,Hanja,名詞
393,병력,byeongryeok,兵力,strength,bīnglì,pjʌŋ.njʌk̚.,Hanja,名詞
394,병량,byeongryang,兵糧,military rations,bīngliáng,pjʌŋ.njaŋ.,Hanja,名詞
395,병렬,byeongryeol,並列,juxtapose,bìngliè,pjʌŋ.njʌl.,Hanja,名詞
396,병렬 회로,byeongryeol hoero,並列 回路,Parallel loop,bìngliè huílù,pjʌŋ.njʌl. hu̯e.ɾo.,Hanja,名詞
397,병리학,byeongrihak,病理學,pathology,bìnglǐxué,pjʌŋ.ni.ɦak̚.,Hanja,名詞
398,병란,byeongran,兵亂,War chaos,bīngluàn,pjʌŋ.nan.,Hanja,名詞
399,병략,byeongryak,兵略,strategy,bīngluè,pjʌŋ.njak̚.,Hanja,名詞
400,병마,byeongma,兵馬,soldiers and horses,bīngmǎ,pjʌŋ.ma.,Hanja,名詞
401,병몰,byeongmol,病沒,Are you sick?,bìngméi,pjʌŋ.mol.,Hanja,名詞
402,병명,byeongmyeong,病名,Disease name,bìngmíng,pjʌŋ.mjʌŋ.,Hanja,名詞
403,병마,byeongma,病魔,Disease,bìngmó,pjʌŋ.ma.,Hanja,名詞
404,병벽,byeongbyeok,病癖,disease habit,bìngpì,pjʌŋ.bjʌk̚.,Hanja,名詞
405,병처,byeongcheo,病妻,sick wife,bìngqī,pjʌŋ.ʨʰʌ.,Hanja,名詞
406,병기,byeonggi,兵器,weapons,bīngqì,pjʌŋ.ɡi.,Hanja,名詞
407,병구,byeonggu,病軀,sick body,bìngqū,pjʌŋ.ɡu.,Hanja,名詞
408,병권,byeonggwon,兵權,military power,bīngquán,pjʌŋ.ɡu̯ʌn.,Hanja,名詞
409,병결,byeonggyeol,病缺,disease deficiency,bìngquē,pjʌŋ.ɡjʌl.,Hanja,名詞
410,병약,byeongyak,病弱,sickly,bìngruò,pjʌŋ.jak̚.,Hanja,名詞
411,병색,byeongsaek,病色,sick color,bìngsè,pjʌŋ.sɛk̚.,Hanja,名詞
412,병살,byeongsal,併殺,kill together,bìngshā,pjʌŋ.sal.,Hanja,名詞
413,빙산,bingsan,氷山,iceberg,bīngshān,piŋ.san.,Hanja,名詞
414,병설,byeongseol,並設,co-located,bìngshè,pjʌŋ.sʌl.,Hanja,名詞
415,병사,byeongsa,兵舍,military shelter,bīngshè,pjʌŋ.sa.,Hanja,名詞
416,병신,byeongsin,病身,illness,bìngshēn,pjʌŋ.ɕʰin.,Hanja,名詞
417,병세,byeongse,病勢,Sickness,bìngshì,pjʌŋ.se.,Hanja,名詞
418,병실,byeongsil,病室,An infirmary,bìngshì,pjʌŋ.ɕʰil.,Hanja,名詞
419,병사,byeongsa,兵事,military affairs,bīngshì,pjʌŋ.sa.,Hanja,名詞
420,병세,byeongse,兵勢,military strength,bīngshì,pjʌŋ.se.,Hanja,名詞
421,병사,byeongsa,兵士,soldier,bīngshì,pjʌŋ.sa.,Hanja,名詞
422,병서,byeongseo,兵書,Military Book,bīngshū,pjʌŋ.sʌ.,Hanja,名詞
423,빙수,bingsu,氷水,ice water,bīngshuǐ,piŋ.su.,Hanja,名詞
424,병사,byeongsa,病死,die of illness,bìngsǐ,pjʌŋ.sa.,Hanja,名詞
425,병태,byeongtae,病態,sick,bìngtài,pjʌŋ.tʰɛ.,Hanja,名詞
426,병탄,byeongtan,併吞,annex,bìngtūn,pjʌŋ.tʰan.,Hanja,名詞
427,병무,byeongmu,兵務,military affairs,bīngwù,pjʌŋ.mu.,Hanja,名詞
428,병무 소집,byeongmu sojip,兵務 召集,Military summons,bīngwù zhāojí,pjʌŋ.mu. sʰo.ʥip̚.,Hanja,名詞
429,병무청,byeongmucheong,兵務廳,Military Manpower Administration,bīngwùtīng,pjʌŋ.mu.ʨʰʌŋ.,Hanja,名詞
430,병석,byeongseok,病席,sickbed,bìngxí,pjʌŋ.sʌk̚.,Hanja,名詞
431,병가,byeongga,病暇,sick time,bìngxiá,pjʌŋ.ɡa.,Hanja,名詞
432,병행,byeonghaeng,並行,Parallel,bìngxíng,pjʌŋ.hɛŋ.,Hanja,名詞
433,병학,byeonghak,兵學,military science,bīngxué,pjʌŋ.hak̚.,Hanja,名詞
434,병역,byeongyeok,兵役,military service,bīngyì,pjʌŋ.jʌk̚.,Hanja,名詞
435,병역 기피,byeongyeok gipi,兵役 忌避,Avoid military service,bīngyì jìbì,pjʌŋ.jʌk̚. ki.pʰi.,Hanja,名詞
436,병역 면제,byeongyeok myeonje,兵役 免除,Military service exemption,bīngyì miǎnchú,pjʌŋ.jʌk̚. mᵇjʌn.ʥe.,Hanja,名詞
437,병제 의무,byeongje uimu,兵役 義務,military service obligation,bīngyì yìwù,pjʌŋ.ʥe. ɰi.mu.,Hanja,名詞
438,병인,byeongin,病因,Cause,bìngyīn,pjʌŋ.in.,Hanja,名詞
439,병영,byeongyeong,兵營,barracks,bīngyíng,pjʌŋ.jʌŋ.,Hanja,名詞
440,병영 생활,byeongyeong saenghwal,兵營 生活,barracks life,bīngyíng shēnghuó,pjʌŋ.jʌŋ. sʰɛŋ.hu̯al.,Hanja,名詞
441,병용,byeongyong,並用,Use together,bìngyòng,pjʌŋ.joŋ.,Hanja,名詞
442,변원,byeonwon,病源,source of disease,bìngyuán,pjʌn.u̯ʌn.,Hanja,名詞
443,병원,byeongwon,病院,Hospital,bìngyuàn,pjʌŋ.u̯ʌn.,Hanja,名詞
444,병원,byeongwon,兵員,Hospital,bīngyuán,pjʌŋ.u̯ʌn.,Hanja,名詞
445,병원선,byeongwonseon,病院船,hospital ship,bìngyuànchuán,pjʌŋ.u̯ʌn.sʌn.,Hanja,名詞
446,변원균,byeonwongyun,病源菌,pathogenic bacteria,bìngyuánjùn,pjʌn.u̯ʌŋ.ɡjun.,Hanja,名詞
447,병참,byeongcham,兵站,military depot,bīngzhàn,pjʌŋ.ʨʰam.,Hanja,名詞
448,병장,byeongjang,兵長,commander,bīngzhǎng,pjʌŋ.ʥaŋ.,Hanja,名詞
449,병참로,byeongchamro,兵站路,Bingzhan Road,bīngzhànlù,pjʌŋ.ʨʰam.no.,Hanja,名詞
450,병자,byeongja,病者,sick person,bìngzhě,pjʌŋ.ʥa.,Hanja,名詞
451,병증,byeongjeung,病症,disease,bìngzhèng,pjʌŋ.ʥɯŋ.,Hanja,名詞
452,병치,byeongchi,併置,juxtapose,bìngzhì,pjʌŋ.ʨʰi.,Hanja,名詞
453,병제,byeongje,兵制,military system,bīngzhì,pjʌŋ.ʥe.,Hanja,名詞
454,병중,byeongjung,病中,Sick,bìngzhōng,pjʌŋ.ʥuŋ.,Hanja,名詞
455,병종,byeongjong,丙種,Type C,bǐngzhǒng,pjʌŋ.ʥoŋ.,Hanja,名詞
456,병종,byeongjong,兵種,Arms,bīngzhǒng,pjʌŋ.ʥoŋ.,Hanja,名詞
457,병상,byeongsang,病狀,Symptoms,bìngzhuàng,pjʌŋ.saŋ.,Hanja,名詞
458,필연적,pilyeonjeok,必然的,"Necessity, necessary",bìránde·,pʰiɾ.jʌn.ʥʌk̚.,Hanja,名詞
459,비열,biyeol,比熱,Specific heat,bǐrè,pi.jʌl.,Hanja,名詞
460,필생,pilsaeng,筆生,pen student,bǐshēng,pʰil.s͈ɛŋ.,Hanja,名詞
461,필사,pilsa,必死,Must die,bìsǐ,pʰil.s͈a.,Hanja,名詞
462,폐쇄,pyeswae,閉鎖,latch,bìsuǒ,pʰje.sʰu̯ɛ.,Hanja,名詞
463,필체,pilche,筆體,pen style,bǐtǐ,pʰil.ʨʰe.,Hanja,名詞
464,필통,piltong,筆筒,Pencil case,bǐtǒng,pʰil.tʰoŋ.,Hanja,名詞
465,벽신문,byeoksinmun,壁新聞,wall news,bìxīnwén,pjʌk̚.ɕʰim.mun.,Hanja,名詞
466,필수,pilsu,必須,"necessary,indispensable",bìxū,pʰil.s͈u.,Hanja,名詞
467,필수적,pilsujeok,必須的,"necessary,indispensable",bìxūde·,pʰil.s͈u.ʥʌk̚.,Hanja,名詞
468,필수품,pilsupum,必需品,Necessities,bìxūpǐn,pʰil.s͈u.pʰum.,Hanja,名詞
469,필요,pilyo,必要,"Need, requirement,necessity",bìyào,pʰiɾ.jo.,Hanja,名詞
470,필요성,pilyoseong,必要性,Necessity,bìyàoxìng,pʰiɾ.jo.sʰʌŋ.,Hanja,名詞
471,비음,bieum,鼻音,nasal sound,bíyīn,pi.ɯm.,Hanja,名詞
472,벽옥,byeokok,碧玉,jasper,bìyù,pjʌɡ.ok̚.,Hanja,名詞
473,필자,pilja,筆者,"The writer, author",bǐzhě,pʰil.ʨ͈a.,Hanja,名詞
474,비중,bijung,比重,Specific gravity,bǐzhòng,pi.ʥuŋ.,Hanja,名詞
475,박애,bakae,博愛,fraternity,bóài,paɡ.ɛ.,Hanja,名詞
476,백작,baekjak,伯爵,Earl,bójué,pɛk̚.ʨ͈ak̚.,Hanja,名詞
477,박람회,bakramhoe,博覽會,expo,bólǎnhuì,paŋ.nam.hu̯e.,Hanja,名詞
478,백모,baekmo,伯母,aunt,bómǔ,pɛŋ.mo.,Hanja,名詞
479,발기,balgi,勃起,erection,bóqǐ,pal.k͈i.,Hanja,名詞
480,박약,bakyak,薄弱,weak,bóruò,paɡ.jak̚.,Hanja,名詞
481,박사,baksa,博士,Doctor,bóshì,pak̚.s͈a.,Hanja,名詞
482,파도,pado,波濤,"Waves, billows",bōtāo,pʰa.do.,Hanja,名詞
483,파문,pamun,波紋,ripple,bōwén,pʰa.mun.,Hanja,名詞
484,박물관,bakmulgwan,博物館,Museum,bówùguǎn,paŋ.mul.k͈u̯an.,Hanja,名詞
485,박물학,bakmulhak,博物學,natural history,bówùxué,paŋ.muɾ.ɦak̚.,Hanja,名詞
486,박학다식,bakhakdasik,博學多識,knowledgeable,bóxuéduōshì,pa.kʰak̚.t͈a.ɕʰik̚.,Hanja,名詞
487,파장,pajang,波長,Wavelength,bōzhǎng,pʰa.ʥaŋ.,Hanja,名詞
488,파종,pajong,播種,sow,bōzhǒng,pʰa.ʥoŋ.,Hanja,名詞
489,불안,bulan,不安,"uneasiness, anxiety",bùān,puɾ.an.,Hanja,名詞
490,불안정,bulanjeong,不安定,Unstable,bùāndìng,puɾ.an.ʥʌŋ.,Hanja,名詞
491,불편,bulpyeon,不便,Inconvenience,búbiàn,pul.pʰjʌn.,Hanja,名詞
492,불필요,bulpilyo,不必要,unnecessary,búbìyào,pul.pʰiɾ.jo.,Hanja,名詞
493,보상,bosang,補償,Compensation,bǔcháng,po.sʰaŋ.,Hanja,名詞
494,보충,bochung,補充,supplement,bǔchōng,po.ʨʰuŋ.,Hanja,名詞
495,부처,bucheo,部處,Buddha,bùchù,pu.ʨʰʌ.,Hanja,名詞
496,불순,bulsun,不純,Impure,bùchún,pul.s͈un.,Hanja,名詞
497,부정,bujeong,不定,"injustice,wrongfulness",búdìng,pu.ʥʌŋ.,Hanja,名詞
498,부동산,budongsan,不動産,Real estate,búdòngchǎn,pu.doŋ.san.,Hanja,名詞
499,부대,budae,部隊,"A detachment, squad",bùduì,pu.dɛ.,Hanja,名詞
500,불법,bulbeop,不法,Illegal,bùfǎ,pul.p͈ʌp̚.,Hanja,名詞
501,부분,bubun,部分,"part,portion",bùfèn,pu.bun.,Hanja,名詞
502,부분적,bubunjeok,部分的,Departmental,bùfènde·,pu.bun.ʥʌk̚.,Hanja,名詞
503,포박,pobak,捕縛,capture,bǔfú,pʰo.bak̚.,Hanja,名詞
504,보급,bogeup,補給,supplies,bǔjǐ,po.ɡɯp̚.,Hanja,名詞
505,불공평,bulgongpyeong,不公平,unfair,bùgōngpíng,pul.k͈oŋ.pʰjʌŋ.,Hanja,名詞
506,불규칙,bulgyuchik,不規則,irregular,bùguīzé,pul.k͈ju.ʨʰik̚.,Hanja,名詞
507,불과,bulgwa,不過,"Only, not more than",búguò,pul.k͈u̯a.,Hanja,副詞
508,불화,bulhwa,不和,Discord,bùhé,puɾ.ɦu̯a.,Hanja,名詞
509,불합격,bulhapgyeok,不合格,Unqualified,bùhégé,puɾ.ɦap̚.k͈jʌk̚.,Hanja,名詞
510,포획,pohoek,捕獲,Capture,bǔhuò,pʰo.ɦu̯ek̚.,Hanja,名詞
511,부기,bugi,簿記,bookkeeping,bùjì,pu.ɡi.,Hanja,名詞
512,불구,bulgu,不拘,Informal,bùjū,pul.k͈u.,Hanja,名詞
513,불균형,bulgyunhyeong,不均衡,Unbalanced,bùjūnhéng,pul.k͈jun.hjʌŋ.,Hanja,名詞
514,불가피,bulgapi,不可避,inevitable,bùkěbì,pul.k͈a.pʰi.,Hanja,名詞
515,불가능,bulganeung,不可能,Impossible,bùkěnéng,pul.k͈a.nɯŋ.,Hanja,名詞
516,불가침,bulgachim,不可侵,inviolable,bùkěqīn,pul.k͈a.ʨʰim.,Hanja,名詞
517,불가정책,bulgajeongchaek,不可政策,Not policy,bùkězhèngcè,pul.k͈a.ʥʌŋ.ʨʰɛk̚.,Hanja,名詞
518,불쾌,bulkwae,不快,unhappy,búkuài,pul.kʰu̯ɛ.,Hanja,名詞
519,부류,buryu,部類,Department,bùlèi,pu.ɾju.,Hanja,名詞
520,불리,bulri,不利,unfavorable,búlì,pul.li.,Hanja,名詞
521,불량,bulryang,不良,bad,bùliáng,pul.ljaŋ.,Hanja,名詞
522,불이익,buliik,不利益,"disadvantage,drawback",búlìyì,puɾ.i.ik̚.,Hanja,名詞
523,불만,bulman,不滿,Dissatisfaction,bùmǎn,pul.man.,Hanja,名詞
524,불만사항,bulmansahang,不滿事項,Dissatisfaction matters,bùmǎnshìxiàng,pul.man.sa.ɦaŋ.,Hanja,名詞
525,부문,bumun,部門,"A section, department",bùmén,pu.mun.,Hanja,名詞
526,불명료,bulmyeongryo,不明瞭,Not clear,bùmíngliǎo,pul.mjʌŋ.njo.,Hanja,名詞
527,부품,bupum,部品,"Parts, accessories",bùpǐn,pu.pʰum.,Hanja,名詞
528,불평,bulpyeong,不平,Dissatisfaction,bùpíng,pul.pʰjʌŋ.,Hanja,名詞
529,불평등,bulpyeongdeung,不平等,inequality,bùpíngděng,pul.pʰjʌŋ.dɯŋ.,Hanja,名詞
530,불친절,bulchinjeol,不親切,unkind,bùqīnqiè,pul.ʨʰin.ʥʌl.,Hanja,名詞
531,포구,pogu,捕球,catch the ball,bǔqiú,pʰo.ɡu.,Hanja,名詞
532,불확실,bulhwaksil,不確實,Not sure,búquèshí,puɾ.ɦu̯ak̚.ɕʰil.,Hanja,名詞
533,불임,bulim,不妊,infertile,bùrèn,puɾ.im.,Hanja,名詞
534,불살생,bulsalsaeng,不殺生,Ahimsa,bùshāshēng,pul.s͈al.s͈ɛŋ.,Hanja,名詞
535,보시,bosi,布施,alms,bùshī,po.ɕʰi.,Hanja,名詞
536,포식,posik,捕食,Prey,bǔshí,pʰo.ɕʰik̚.,Hanja,名詞
537,부서,buseo,部署,"one’s post,duty",bùshǔ,pu.sʰʌ.,Hanja,名詞
538,부조리,bujori,不條理,disorganized,bùtiáolǐ,pu.ʥo.ɾi.,Hanja,名詞
539,보청기,bocheonggi,補聽器,supplementary listening device,bǔtīngqì,po.ʨʰʌŋ.ɡi.,Hanja,名詞
540,불통,bultong,不通,Doesn't make sense,bùtōng,pul.tʰoŋ.,Hanja,名詞
541,부두,budu,埠頭,pier,bùtóu,pu.du.,Hanja,名詞
542,보완,bowan,補完,Complete,bǔwán,po.u̯an.,Hanja,名詞
543,불완전,bulwanjeon,不完全,Not completely,bùwánquán,puɾ.u̯an.ʥʌn.,Hanja,名詞
544,부위,buwi,部位,"A region, part",bùwèi,pu.ɥi.,Hanja,名詞
545,불신,bulsin,不信,Don't believe it,búxìn,pul.ɕʰin.,Hanja,名詞
546,불행,bulhaeng,不幸,Unhappiness,búxìng,puɾ.ɦɛŋ.,Hanja,名詞
547,불신임,bulsinim,不信任,distrust,búxìnrèn,pul.ɕʰin.im.,Hanja,名詞
548,보수,bosu,補修,Conservation,bǔxiū,po.sʰu.,Hanja,名詞
549,보유,boyu,補遺,Addendum,bǔyí,po.ju.,Hanja,名詞
550,불일치,bulilchi,不一致,inconsistent,bùyízhì,puɾ.il.ʨʰi.,Hanja,名詞
551,부원,buwon,部員,member,bùyuán,pu.u̯ʌn.,Hanja,名詞
552,불운,bulun,不運,Unlucky,búyùn,puɾ.un.,Hanja,名詞
