編號,韓文,羅馬拼音,中文,英文,Level (TOPIK等級),Part of Speech (詞性)
248,밤,bam,夜晚、晚上 / 栗子,Night,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
249,높다,nopda,高,High,A,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
250,최근,choegeun,最近、近來,Recently,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
251,채,chae,照舊、維持原狀（~ㄴ 채로）,"As it is, no change",C,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
252,현실,hyeonsil,現實,"Actuality, reality",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
253,환경,hwangyeong,環境,Environment,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
254,컴퓨터,keompyuteo,電腦、計算機,Computer,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
255,먼저,meonjeo,首先、先、先前,First,A,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
256,다니다,danida,往返、上學/上班,Go to and from a aplace,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
257,얼마나,eolmana,多麼、多少,"How many, how much",A,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
258,자체,jache,自身、本身,one's own body,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
259,열다,yeolda,打開、開啟、舉行,Open,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
260,머리,meori,頭、頭髮、腦袋,Head,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
261,묻다,mutda,詢問、問 / 沾染 / 埋,to Ask,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
262,남다,namda,剩下、殘留,"Remain, be left over",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
263,부분,bubun,部分,"part,portion",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
264,기업,gieop,企業,An enterprise or business,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
265,변화,byeonhwa,變化,"Change, transformation",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
266,아들,adeul,兒子,"son,baby",A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
267,아,a,啊（感嘆詞）,Oh dear,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。0
268,선거,seongeo,選舉,An election,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
269,관하다,gwanhada,關於、涉及（~에 관한）,Refer to or be about,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
270,분,bun,分、分鐘,Minutes,A,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
271,그냥,geunyang,就那樣、就這樣、只是,Just because or in that condition,B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
272,나누다,nanuda,分開、分享、劃分,To divide,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
273,이용하다,iyonghada,利用、使用,"To use, make use of",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
274,거의,geoui,幾乎、差不多,Almost or nearly,B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
275,곧,got,馬上、立刻、即將,Soon,A,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
276,중심,jungsim,中心、核心,"The nucleus, the focus, the heart",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
277,활동,hwaldong,活動,Activity,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
278,오늘,oneul,今天,Today,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
279,서로,seoro,互相、彼此,"mutually,one another",A,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
280,관심,gwansim,關心、興趣、關注,Concern or interest,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
281,역시,yeoksi,果然、也是、也是如此,"As expected, likewise",B,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
282,이거,igeo,這個（口語）,This thing,A,代名詞 (Pronoun / 대명사)，如 나（我）、우리（我們）、그（他）。
283,애,ae,孩子、小傢伙,"A baby, or a slightly derogative word for person",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
284,광고,gwanggo,廣告,Advertisement,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
285,나다,nada,出現、產生、發生,"To come out, grow, spring up",B,補助用言 (Auxiliary / 補助用言 (Auxiliary / 보조용언)，如 ～버리다、～싶다。조용언)，如 ～버리다、～싶다。
286,방,bang,房間、屋子,A room,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
287,정신,jeongsin,精神、心神,"mind,spirit",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
288,이르다,ireuda,到達、達到 / 早,"To reach, arrive, get at",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
289,이루다,iruda,實現、成就、形成,"Accomplish, complete",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
290,아침,achim,早晨、早飯,Morning,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
291,웃다,utda,笑、微笑,"To laugh, smile",A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
292,현상,hyeonsang,現象 / 現狀,"The present situation, state",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
293,기술,gisul,技術、技能,Art or technique or ability,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
294,전체,jeonche,全體、全部,"The whole, the entire section",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
295,그래,geurae,是啊、好、行,So or yes or that's right,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。0
296,얻다,eotda,得到、獲得,"Get, obtain",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
297,아름답다,areumdapda,美麗、優美,To be beautiful,A,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
298,끝,kkeut,結束、末尾、終點,The end,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
299,민족,minjok,民族,"race,nation,people",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
300,간,gan,間、期間、彼此間,The interval between,B,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
301,조사,josa,調查 / 助詞,"investigation,inquiry",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
302,듯,deut,好像、似乎（~듯하다）,To be like something,C,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
303,입,ip,嘴、嘴巴,Mouth,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
304,뭐,mwo,什麼、什麼事,Huh? (2) something,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。0
305,그대로,geudaero,照原樣、就那樣,Like that,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
306,영화,yeonghwa,電影,A movie,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
307,필요,piryo,需要、必要,"Need, requirement,necessity",A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
308,줄,jul,方法、會不會（~ㄹ 줄 알다）/ 繩子,"way,method",B,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
309,하늘,haneul,天空,The sky,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
310,년대,nyeondae,年代,Year,B,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
311,과학,gwahak,科學,Science,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
312,자연,jayeon,自然、大自然,Nature,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
313,정말,jeongmal,真的、確實,Really,A,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
314,구조,gujo,結構、構造 / 救援,Construction or structure,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
315,결국,gyeolguk,終究、最終、結果,After all or in the end,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
316,밥,bap,飯、米飯、飯菜,"Rice, a meal",A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
317,입다,ipda,穿（衣服）、受（損害）,To wear,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
318,오히려,ohiryeo,反而、反倒,"Rather,preferably",C,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
319,프로그램,peurogeuraem,節目、程式、計畫,Program,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
320,네,ne,是的、好,Yes,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。0
321,이루어지다,irueojida,實現、形成、構成,"Get accomplished, achieved",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
322,남,nam,別人、他人,"Others, other people",C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
323,하루,haru,一天、一日,A day,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
324,그림,geurim,畫、圖畫,A picture,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
325,적,jeok,...的時候、經驗（~ㄴ 적）,"The time,the occasion,when",B,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
326,터,teo,處境、打算、地基,"one's status, one's lot",B,依存名詞 / 量詞 (Dependent Noun / 의존명사)，如 것（東西/事情）、개（個）、명（名）。
327,마시다,masida,喝、飲,To drink,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
328,치다,chida,打、擊、敲,"to attack, assault",A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
329,혼자,honja,獨自、一個人,Alone,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
330,나가다,nagada,前進、邁進、推進,"To advance, proceed, go forward",A,補助用言 (Auxiliary / 補助用言 (Auxiliary / 보조용언)，如 ～버리다、～싶다。조용언)，如 ～버리다、～싶다。
331,이제,ije,現在、如今、此刻,Now,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
332,교수,gyosu,教授,Teaching or instruction,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
333,술,sul,酒,Alcohol,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
334,사랑,sarang,愛、愛情,Love,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
335,전화,jeonhwa,電話,Telephone,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
336,끝나다,kkeutnada,結束、完結,To draw to a close or to end,A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
337,맞다,matda,正確、對、合適,"Be right, correct; to match, be fitting for",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
338,아빠,appa,爸爸,Dad,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
339,걸리다,geolrida,掛著、花費（時間）、得病,To be hung up or suspended,B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
340,지키다,jikida,遵守、守護、保持,"Protect, maintain",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
341,한번,hanbeon,一次、一旦、試著,Once,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
342,커피,keopi,咖啡,Coffee,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
343,가슴,gaseum,胸膛、內心,Chest,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
344,길다,gilda,長、長久,To be long,A,形容詞 (Adjective / 형용사)，如 크다（大）、좋다（好）。
345,바라보다,baraboda,凝望、注視、指望,"Look at, watch ; to look forward to, hope for",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
346,알아보다,araboda,打聽、調查、認出,"To investigate, examine, search",C,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
347,맛,mat,味道、風味,Flavor,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
348,대부분,daebubun,大部分、多半,Most,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
349,산업,saneop,產業、工業,Industry,C,名詞 (Noun / 명사)，如 사람（人）、집（家）。
350,매우,maeu,非常、很,Very,A,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
351,오르다,oreuda,上漲、攀登、升高,"Go up, climb, ascend",A,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
352,음식,eumsik,食物、食品,Food,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
353,표정,pyojeong,表情、神情,"Facial expression, look",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
354,꼭,kkok,一定、務必、正好,For sure,A,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
355,일부,ilbu,一部分、部分,"A part, a portion",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
356,요즘,yojeum,最近、近來,"Recently, nowadays",A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
357,계획,gyehoek,計劃、打算,A plan or a project,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
358,느낌,neukkim,感覺、印象,"Touch, feel",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
359,얼마,eolma,多少、若干,"How many, how much",A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
360,고개,gogae,頭、頸、山嶺,The nape of the neck,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
361,성격,seonggyeok,性格、性質,"Personality ; character, nature",B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
362,계속,gyesok,繼續、持續、不斷,Continuously,A,副詞 (Adverb / 부사)，如 더（更）、잘（好）。
363,세기,segi,世紀,Century,B,名詞 (Noun / 명사)，如 사람（人）、집（家）。
364,세우다,seuda,樹立、建立、停（車）,"Stand up, erect",B,動詞 (Verb / 동사)，如 하다（做）、가다（去）。
365,아내,anae,妻子、老婆,Wife,A,名詞 (Noun / 명사)，如 사람（人）、집（家）。
